cregion,cdistrict,pregion,pdistrict,creason,cneed,yr2016,yr2017,yr2018,yr2019,monthname,monthnum,weeknum,monthend,tpeople,yrweeknum,yr
Nugaal,Garoowe,Middle Shabelle,Jowhar,Drought related,Livelihood Support,0,4,0,0,Nov,11,46,30/11/2017,4,201746,2017
Nugaal,Garoowe,Mudug,Gaalkacyo,Conflict/Insecurity,Other,0,9,0,0,Nov,11,48,30/11/2017,9,201748,2017
Nugaal,Garoowe,Mudug,Xarardheere,Conflict/Insecurity,Livelihood Support,0,6,0,0,Nov,11,47,30/11/2017,6,201747,2017
Nugaal,Garoowe,Mudug,Xarardheere,Conflict/Insecurity,Livelihood Support,0,8,0,0,Nov,11,47,30/11/2017,8,201747,2017
Nugaal,Garoowe,Nugaal,Eyl,Drought related,Livelihood Support,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Nugaal,Garoowe,Nugaal,Eyl,Drought related,Humanitarian Aid,0,5,0,0,Nov,11,44,30/11/2017,5,201744,2017
Nugaal,Garoowe,Nugaal,Eyl,Drought related,Livelihood Support,0,11,0,0,Nov,11,46,30/11/2017,11,201746,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Other,0,8,0,0,Nov,11,44,30/11/2017,8,201744,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Livelihood Support,0,100,0,0,Nov,11,44,30/11/2017,100,201744,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Water,0,32,0,0,Nov,11,45,30/11/2017,32,201745,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Protection,0,15,0,0,Nov,11,45,30/11/2017,15,201745,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Other,0,15,0,0,Nov,11,45,30/11/2017,15,201745,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Water,0,39,0,0,Nov,11,45,30/11/2017,39,201745,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Water,0,37,0,0,Nov,11,45,30/11/2017,37,201745,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Livelihood Support,0,18,0,0,Nov,11,45,30/11/2017,18,201745,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Livelihood Support,0,12,0,0,Nov,11,45,30/11/2017,12,201745,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Livelihood Support,0,28,0,0,Nov,11,46,30/11/2017,28,201746,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Livelihood Support,0,11,0,0,Nov,11,46,30/11/2017,11,201746,2017
Nugaal,Garoowe,Nugaal,Garoowe,Drought related,Livelihood Support,0,10,0,0,Nov,11,47,30/11/2017,10,201747,2017
Nugaal,Garoowe,Nugaal,Garoowe,Other,Livelihood Support,0,11,0,0,Nov,11,44,30/11/2017,11,201744,2017
Nugaal,Garoowe,Nugaal,Qardho,Drought related,Livelihood Support,0,20,0,0,Nov,11,46,30/11/2017,20,201746,2017
Nugaal,Garoowe,Nugaal,Qardho,Drought related,Livelihood Support,0,49,0,0,Nov,11,47,30/11/2017,49,201747,2017
Nugaal,Garoowe,Nugaal,Qardho,Drought related,Protection,0,9,0,0,Nov,11,47,30/11/2017,9,201747,2017
Nugaal,Garoowe,Nugaal,Qardho,Drought related,Livelihood Support,0,11,0,0,Nov,11,47,30/11/2017,11,201747,2017
Nugaal,Garoowe,Nugaal,Qardho,Drought related,Other,0,37,0,0,Nov,11,47,30/11/2017,37,201747,2017
Nugaal,Garoowe,Nugaal,Qardho,Drought related,Other,0,11,0,0,Nov,11,48,30/11/2017,11,201748,2017
Nugaal,Qardho,Nugaal,Eyl,Drought related,Livelihood Support,0,10,0,0,Nov,11,48,30/11/2017,10,201748,2017
Nugaal,Qardho,Nugaal,Eyl,Other,Livelihood Support,0,15,0,0,Nov,11,47,30/11/2017,15,201747,2017
Nugaal,Qardho,Nugaal,Qardho,Drought related,Water,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Nugaal,Qardho,Nugaal,Qardho,Drought related,Livelihood Support,0,11,0,0,Nov,11,46,30/11/2017,11,201746,2017
Nugaal,Qardho,Nugaal,Qardho,Drought related,Livelihood Support,0,11,0,0,Nov,11,46,30/11/2017,11,201746,2017
Nugaal,Qardho,Nugaal,Qardho,Drought related,Livelihood Support,0,15,0,0,Nov,11,48,30/11/2017,15,201748,2017
Sanaag,Ceel Afweyn,Sanaag,Ceel Afweyn,Drought related,Livelihood Support,0,6,0,0,Nov,11,44,30/11/2017,6,201744,2017
Sanaag,Ceel Afweyn,Sanaag,Ceel Afweyn,Drought related,Health,0,6,0,0,Nov,11,45,30/11/2017,6,201745,2017
Sanaag,Ceel Afweyn,Sanaag,Ceel Afweyn,Drought related,Food,0,16,0,0,Nov,11,45,30/11/2017,16,201745,2017
Sanaag,Ceel Afweyn,Sanaag,Ceel Afweyn,Drought related,Health,0,6,0,0,Nov,11,45,30/11/2017,6,201745,2017
Sanaag,Ceel Afweyn,Sanaag,Ceel Afweyn,Drought related,Food,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Sanaag,Ceel Afweyn,Sanaag,Ceel Afweyn,Drought related,Livelihood Support,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Sanaag,Ceel Afweyn,Sanaag,Ceel Afweyn,Drought related,Livelihood Support,0,4,0,0,Nov,11,46,30/11/2017,4,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,8,0,0,Nov,11,44,30/11/2017,8,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Humanitarian Aid,0,4,0,0,Nov,11,44,30/11/2017,4,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,13,0,0,Nov,11,44,30/11/2017,13,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Livelihood Support,0,6,0,0,Nov,11,44,30/11/2017,6,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,6,0,0,Nov,11,44,30/11/2017,6,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,8,0,0,Nov,11,44,30/11/2017,8,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,11,0,0,Nov,11,45,30/11/2017,11,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,5,0,0,Nov,11,45,30/11/2017,5,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Shelter,0,4,0,0,Nov,11,45,30/11/2017,4,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,12,0,0,Nov,11,46,30/11/2017,12,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,8,0,0,Nov,11,46,30/11/2017,8,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,5,0,0,Nov,11,46,30/11/2017,5,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Livelihood Support,0,4,0,0,Nov,11,46,30/11/2017,4,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,12,0,0,Nov,11,47,30/11/2017,12,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,5,0,0,Nov,11,47,30/11/2017,5,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceel Afweyn,Drought related,Food,0,7,0,0,Nov,11,47,30/11/2017,7,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,4,0,0,Nov,11,44,30/11/2017,4,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Shelter,0,6,0,0,Nov,11,44,30/11/2017,6,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,21,0,0,Nov,11,44,30/11/2017,21,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,21,0,0,Nov,11,44,30/11/2017,21,201744,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,28,0,0,Nov,11,45,30/11/2017,28,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,30,0,0,Nov,11,45,30/11/2017,30,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Water,0,5,0,0,Nov,11,45,30/11/2017,5,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Humanitarian Aid,0,5,0,0,Nov,11,45,30/11/2017,5,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,6,0,0,Nov,11,45,30/11/2017,6,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Humanitarian Aid,0,5,0,0,Nov,11,45,30/11/2017,5,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,23,0,0,Nov,11,45,30/11/2017,23,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Health,0,5,0,0,Nov,11,45,30/11/2017,5,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,30,0,0,Nov,11,45,30/11/2017,30,201745,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,17,0,0,Nov,11,46,30/11/2017,17,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,16,0,0,Nov,11,46,30/11/2017,16,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Humanitarian Aid,0,4,0,0,Nov,11,46,30/11/2017,4,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,10,0,0,Nov,11,46,30/11/2017,10,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Livelihood Support,0,10,0,0,Nov,11,46,30/11/2017,10,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,23,0,0,Nov,11,46,30/11/2017,23,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Health,0,4,0,0,Nov,11,46,30/11/2017,4,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,21,0,0,Nov,11,46,30/11/2017,21,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Health,0,4,0,0,Nov,11,46,30/11/2017,4,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Humanitarian Aid,0,17,0,0,Nov,11,46,30/11/2017,17,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,36,0,0,Nov,11,46,30/11/2017,36,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Shelter,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,28,0,0,Nov,11,46,30/11/2017,28,201746,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,25,0,0,Nov,11,47,30/11/2017,25,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,29,0,0,Nov,11,47,30/11/2017,29,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,21,0,0,Nov,11,47,30/11/2017,21,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Livelihood Support,0,5,0,0,Nov,11,47,30/11/2017,5,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,35,0,0,Nov,11,47,30/11/2017,35,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Health,0,10,0,0,Nov,11,47,30/11/2017,10,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,64,0,0,Nov,11,47,30/11/2017,64,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Livelihood Support,0,10,0,0,Nov,11,47,30/11/2017,10,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,16,0,0,Nov,11,47,30/11/2017,16,201747,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,7,0,0,Nov,11,48,30/11/2017,7,201748,2017
Sanaag,Ceerigaabo,Sanaag,Ceerigaabo,Drought related,Food,0,8,0,0,Nov,11,48,30/11/2017,8,201748,2017
Sanaag,Laasqoray,Sanaag,Laasqoray,Drought related,Food,0,312,0,0,Nov,11,44,30/11/2017,312,201744,2017
Sool,Laas Caanood,Banadir,Banadir,Conflict/Insecurity,Health,0,6,0,0,Nov,11,44,30/11/2017,6,201744,2017
Sool,Laas Caanood,Banadir,Banadir,Conflict/Insecurity,Food,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Sool,Laas Caanood,Banadir,Banadir,Conflict/Insecurity,Livelihood Support,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Sool,Laas Caanood,Banadir,Banadir,Other,Health,0,11,0,0,Nov,11,46,30/11/2017,11,201746,2017
Sool,Laas Caanood,Bay,Buur Hakaba,Drought related,Food,0,10,0,0,Nov,11,45,30/11/2017,10,201745,2017
Sool,Laas Caanood,Galgaduud,Cadaado,Drought related,Livelihood Support,0,9,0,0,Nov,11,45,30/11/2017,9,201745,2017
Sool,Laas Caanood,Galgaduud,Cadaado,Drought related,Health,0,9,0,0,Nov,11,45,30/11/2017,9,201745,2017
Sool,Laas Caanood,Gedo,Belet Xaawo,Drought related,Health,0,9,0,0,Nov,11,45,30/11/2017,9,201745,2017
Sool,Laas Caanood,Hiraan,Bulo Burto,Drought related,Health,0,7,0,0,Nov,11,47,30/11/2017,7,201747,2017
Sool,Laas Caanood,Middle Shabelle,Balcad,Conflict/Insecurity,Livelihood Support,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Sool,Laas Caanood,Mudug,Gaalkacyo,Drought related,Health,0,10,0,0,Nov,11,46,30/11/2017,10,201746,2017
Sool,Laas Caanood,Nugaal,Garoowe,Drought related,Livelihood Support,0,8,0,0,Nov,11,46,30/11/2017,8,201746,2017
Sool,Laas Caanood,Nugaal,Qardho,Drought related,Other,0,10,0,0,Nov,11,46,30/11/2017,10,201746,2017
Sool,Laas Caanood,Nugaal,Qardho,Drought related,Livelihood Support,0,9,0,0,Nov,11,46,30/11/2017,9,201746,2017
Sool,Laas Caanood,Nugaal,Qardho,Drought related,Other,0,40,0,0,Nov,11,47,30/11/2017,40,201747,2017
Sool,Laas Caanood,Sanaag,Ceerigaabo,Drought related,Health,0,9,0,0,Nov,11,46,30/11/2017,9,201746,2017
Sool,Laas Caanood,Sool,Caynabo,Drought related,Health,0,6,0,0,Nov,11,45,30/11/2017,6,201745,2017
Sool,Laas Caanood,Sool,Taleex,Drought related,Health,0,9,0,0,Nov,11,44,30/11/2017,9,201744,2017
Sool,Laas Caanood,Sool,Taleex,Drought related,Health,0,17,0,0,Nov,11,45,30/11/2017,17,201745,2017
Sool,Laas Caanood,Sool,Taleex,Drought related,Health,0,11,0,0,Nov,11,45,30/11/2017,11,201745,2017
Sool,Laas Caanood,Sool,Taleex,Drought related,Health,0,11,0,0,Nov,11,46,30/11/2017,11,201746,2017
Sool,Laas Caanood,Sool,Taleex,Drought related,Health,0,9,0,0,Nov,11,47,30/11/2017,9,201747,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Food,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Health,0,10,0,0,Nov,11,45,30/11/2017,10,201745,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Livelihood Support,0,8,0,0,Nov,11,45,30/11/2017,8,201745,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Health,0,8,0,0,Nov,11,45,30/11/2017,8,201745,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Health,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Food,0,9,0,0,Nov,11,47,30/11/2017,9,201747,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Health,0,17,0,0,Nov,11,47,30/11/2017,17,201747,2017
Sool,Laas Caanood,Sool,Xudun,Drought related,Health,0,8,0,0,Nov,11,47,30/11/2017,8,201747,2017
Sool,Laas Caanood,Sool,Xudun,Other,Health,0,8,0,0,Nov,11,45,30/11/2017,8,201745,2017
Sool,Taleex,Nugaal,Garoowe,Drought related,Livelihood Support,0,15,0,0,Nov,11,45,30/11/2017,15,201745,2017
Sool,Taleex,Nugaal,Qardho,Drought related,Other,0,11,0,0,Nov,11,47,30/11/2017,11,201747,2017
Togdheer,Burco,Sool,Laas Caanood,Drought related,Food,0,5,0,0,Nov,11,44,30/11/2017,5,201744,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Water,0,5,0,0,Nov,11,44,30/11/2017,5,201744,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Health,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Food,0,8,0,0,Nov,11,44,30/11/2017,8,201744,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Water,0,4,0,0,Nov,11,45,30/11/2017,4,201745,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Food,0,8,0,0,Nov,11,45,30/11/2017,8,201745,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Water,0,4,0,0,Nov,11,45,30/11/2017,4,201745,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Water,0,8,0,0,Nov,11,45,30/11/2017,8,201745,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Food,0,4,0,0,Nov,11,45,30/11/2017,4,201745,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Water,0,6,0,0,Nov,11,45,30/11/2017,6,201745,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Food,0,4,0,0,Nov,11,45,30/11/2017,4,201745,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Water,0,6,0,0,Nov,11,46,30/11/2017,6,201746,2017
Togdheer,Burco,Togdheer,Burco,Drought related,Water,0,16,0,0,Nov,11,47,30/11/2017,16,201747,2017
Togdheer,Burco,Togdheer,Burco,Other,Water,0,6,0,0,Nov,11,45,30/11/2017,6,201745,2017
Togdheer,Burco,Togdheer,Buuhoodle,Drought related,Food,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Togdheer,Burco,Togdheer,Buuhoodle,Drought related,Water,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Togdheer,Burco,Togdheer,Buuhoodle,Drought related,Health,0,5,0,0,Nov,11,45,30/11/2017,5,201745,2017
Togdheer,Burco,Togdheer,Buuhoodle,Other,Water,0,9,0,0,Nov,11,45,30/11/2017,9,201745,2017
Togdheer,Buuhoodle,Mudug,Gaalkacyo,Drought related,Food,0,13,0,0,Nov,11,45,30/11/2017,13,201745,2017
Togdheer,Buuhoodle,Sool,Caynabo,Drought related,Livelihood Support,0,10,0,0,Nov,11,45,30/11/2017,10,201745,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Drought related,Health,0,10,0,0,Nov,11,44,30/11/2017,10,201744,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Drought related,Health,0,19,0,0,Nov,11,45,30/11/2017,19,201745,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Drought related,Health,0,9,0,0,Nov,11,45,30/11/2017,9,201745,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Drought related,Livelihood Support,0,17,0,0,Nov,11,45,30/11/2017,17,201745,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Drought related,Transport,0,10,0,0,Nov,11,46,30/11/2017,10,201746,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Drought related,Health,0,10,0,0,Nov,11,47,30/11/2017,10,201747,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Drought related,Health,0,9,0,0,Nov,11,47,30/11/2017,9,201747,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Other,Health,0,11,0,0,Nov,11,44,30/11/2017,11,201744,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Other,Health,0,25,0,0,Nov,11,45,30/11/2017,25,201745,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Other,Food,0,120,0,0,Nov,11,45,30/11/2017,120,201745,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Other,Health,0,147,0,0,Nov,11,45,30/11/2017,147,201745,2017
Togdheer,Buuhoodle,Togdheer,Buuhoodle,Other,Health,0,9,0,0,Nov,11,45,30/11/2017,9,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,19,0,0,Nov,11,44,30/11/2017,19,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,26,0,0,Nov,11,44,30/11/2017,26,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Shelter,0,4,0,0,Nov,11,44,30/11/2017,4,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Livelihood Support,0,13,0,0,Nov,11,44,30/11/2017,13,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,8,0,0,Nov,11,44,30/11/2017,8,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Health,0,23,0,0,Nov,11,44,30/11/2017,23,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Shelter,0,6,0,0,Nov,11,44,30/11/2017,6,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Livelihood Support,0,19,0,0,Nov,11,44,30/11/2017,19,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,11,0,0,Nov,11,44,30/11/2017,11,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Livelihood Support,0,23,0,0,Nov,11,44,30/11/2017,23,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,4,0,0,Nov,11,45,30/11/2017,4,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Livelihood Support,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Health,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Shelter,0,9,0,0,Nov,11,45,30/11/2017,9,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,10,0,0,Nov,11,45,30/11/2017,10,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Health,0,6,0,0,Nov,11,45,30/11/2017,6,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Shelter,0,5,0,0,Nov,11,45,30/11/2017,5,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,8,0,0,Nov,11,47,30/11/2017,8,201747,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Health,0,26,0,0,Nov,11,47,30/11/2017,26,201747,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Shelter,0,5,0,0,Nov,11,47,30/11/2017,5,201747,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,37,0,0,Nov,11,47,30/11/2017,37,201747,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Shelter,0,5,0,0,Nov,11,47,30/11/2017,5,201747,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Livelihood Support,0,8,0,0,Nov,11,47,30/11/2017,8,201747,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,16,0,0,Nov,11,48,30/11/2017,16,201748,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Drought related,Food,0,16,0,0,Nov,11,48,30/11/2017,16,201748,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Food,0,8,0,0,Nov,11,44,30/11/2017,8,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Livelihood Support,0,5,0,0,Nov,11,44,30/11/2017,5,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Livelihood Support,0,10,0,0,Nov,11,44,30/11/2017,10,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Food,0,14,0,0,Nov,11,44,30/11/2017,14,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Shelter,0,9,0,0,Nov,11,44,30/11/2017,9,201744,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Health,0,7,0,0,Nov,11,45,30/11/2017,7,201745,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Food,0,5,0,0,Nov,11,46,30/11/2017,5,201746,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Health,0,6,0,0,Nov,11,48,30/11/2017,6,201748,2017
Togdheer,Owdweyne,Togdheer,Owdweyne,Other,Livelihood Support,0,5,0,0,Nov,11,48,30/11/2017,5,201748,2017
Woqooyi Galbeed,Berbera,Togdheer,Burco,Drought related,Livelihood Support,0,5,0,0,Nov,11,46,30/11/2017,5,201746,2017
Woqooyi Galbeed,Berbera,Togdheer,Burco,Other,Livelihood Support,0,6,0,0,Nov,11,48,30/11/2017,6,201748,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Health,0,3,0,0,Nov,11,44,30/11/2017,3,201744,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Health,0,3,0,0,Nov,11,45,30/11/2017,3,201745,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,0,10,0,0,Nov,11,46,30/11/2017,10,201746,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,0,3,0,0,Nov,11,46,30/11/2017,3,201746,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Drought related,Livelihood Support,0,7,0,0,Nov,11,47,30/11/2017,7,201747,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Other,Health,0,7,0,0,Nov,11,44,30/11/2017,7,201744,2017
Woqooyi Galbeed,Berbera,Woqooyi Galbeed,Berbera,Other,Humanitarian Aid,0,7,0,0,Nov,11,46,30/11/2017,7,201746,2017
